123,10,114,0,0,0,0,0.0032,-0.00983,-0.00696,0,0,0,-360,-284,14618,0,0,1,5774,125
123,10,6,0,0,0,0,0.0059,-0.01578,-0.01886,0,0,0,-368,-262,14592,7,99409,1,57684,125
123,10,6,0,0,0,0,0.00797,-0.01952,-0.0265,0,0,0,-378,-290,14604,7,99411,1,48856,125
123,10,6,0,0,0,0,0.00992,-0.02257,-0.03276,0,0,0,-370,-268,14630,7,99411,1,22255,125
123,10,6,0,0,0,0,0.01183,-0.02518,-0.03827,0,0,0,-394,-278,14602,7,99412,1,4611,125
123,10,6,0,0,0,0,0.0138,-0.02754,-0.04294,0,0,0,-384,-278,14620,7,99413,1,9916,125
123,10,6,0,0,0,0,0.01572,-0.0295,-0.04701,0,0,0,-370,-264,14612,7,99414,1,54125,125
123,10,6,0,0,0,0,0.01758,-0.03123,-0.05035,0,0,0,-376,-302,14612,7,99414,1,65348,125
123,10,6,0,0,0,0,0.01952,-0.03275,-0.05363,0,0,0,-358,-270,14608,7,99412,1,37150,125
123,10,6,0,0,0,0,0.02145,-0.03404,-0.0562,0,0,0,-372,-276,14636,7,99410,1,22473,125
123,10,6,0,0,0,0,0.02339,-0.03508,-0.05841,0,0,0,-388,-278,14628,7,99409,1,33956,125
123,10,6,0,0,0,0,0.02533,-0.03596,-0.0603,0,0,0,-374,-278,14600,7,99412,1,14496,125
123,10,6,0,0,0,0,0.02724,-0.03667,-0.06207,0,0,0,-372,-274,14570,7,99412,1,38278,125
123,10,6,0,0,0,0,0.02925,-0.03726,-0.06363,0,0,0,-368,-268,14624,7,99411,1,8345,125
123,10,6,0,0,0,0,0.03119,-0.03775,-0.06487,0,0,0,-378,-286,14616,7,99413,1,6450,125
123,10,6,0,0,0,0,0.0331,-0.03827,-0.06601,0,0,0,-390,-286,14606,7,99413,1,58123,125
123,10,6,0,0,0,0,0.03499,-0.0386,-0.06694,0,0,0,-388,-278,14594,7,99412,1,17623,125
